"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"SEATED_KNEE_07","火","근력운동","앉아서 무릎 들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","10","20","5","회","언제나","천천히 드는 다리에 든든한 기운이 쌓여요.","{place}에서 앉아 무릎을 {num}{unit} 들기!","등받이에 기대고 허리가 불편하면 범위를 줄여요.","","Y","검수대기","근력","저","RPE","약한 저항, 애매하면 낮게 판정","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"SEATED_LEG_08","火","근력운동","앉아서 다리 펴기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","5","15","5","회","언제나","곧게 펴는 동작이 마음에도 힘을 줘요.","{place}에서 앉아 다리를 {num}{unit} 펴기!","무릎을 끝까지 펴기 어렵다면 편한 만큼만 해요.","","Y","검수대기","근력","저","RPE","약한 저항, 애매하면 낮게 판정","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"BACK_SQUEEZE_09","火","근력운동","등 뒤 날개뼈 모으기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","5","15","5","회","언제나","등을 펴면 숨겨진 자신감이 드러나요.","{place}에서 날개뼈를 {num}{unit} 모으기!","어깨를 올리지 말고 가볍게 모아요.","","Y","검수대기","근력","저","RPE","저항 거의 없음, 자세 동작","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
"TOE_RAISE_10","火","근력운동","발끝 들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","10","20","5","회","언제나","발을 깨우면 하루의 발걸음도 가벼워져요.","{place}에서 발끝을 {num}{unit} 들기!","의자에 앉아 하거나 벽을 잡고 해요.","","Y","검수대기","근력","저","RPE","가벼운 반복","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"WRIST_ROTATE_11","火","근력운동","손목 돌리기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","5","15","5","회","언제나","부드러운 손목 움직임이 일의 흐름을 도와줘요.","{place}에서 손목을 {num}{unit} 돌리기!","통증 없이 천천히 작은 원을 그려요.","","Y","검수대기","근력","저","RPE","저항 없음 - 오분류 검토 대상","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
"ANKLE_ROTATE_12","火","근력운동","발목 돌리기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","5","15","5","회","언제나","발목을 풀면 오늘의 움직임이 한결 편해져요.","{place}에서 발목을 {num}{unit} 돌리기!","앉아서 한쪽씩 천천히 돌려요.","","Y","검수대기","근력","저","RPE","저항 없음 - 오분류 검토 대상","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
"HAND_PRESS_13","火","근력운동","손바닥 맞대고 누르기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","5","10","5","회","언제나","두 손의 힘이 마음의 중심을 잡아줘요.","{place}에서 손바닥을 맞대고 {num}{unit} 누르기!","숨을 참지 말고 가볍게 힘을 줘요.","","Y","검수대기","근력","저","RPE","약한 저항","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"TOWEL_PULL_14","火","근력운동","수건 양끝 당기기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실","5","10","5","회","언제나","당기는 힘이 흐트러진 기운을 모아줘요.","{place}에서 수건 양끝을 {num}{unit} 가볍게 당기기!","팔을 어깨보다 높이 들지 말고 통증이 있으면 멈춰요.","","Y","검수대기","근력","저","RPE","약한 저항","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"HIP_HINGE_15","火","근력운동","엉덩이 뒤로 빼기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실","5","10","5","회","언제나","바른 중심에서 안정된 하루가 시작돼요.","{place}에서 엉덩이를 뒤로 빼는 동작 {num}{unit} 하기!","벽이나 의자를 가까이 두고 허리를 과하게 숙이지 않아요.","BALANCE","Y","검수대기","평형성","저","RPE","균형 훈련(BALANCE 태그), 근력보다 균형 성격","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P1","평형성은 유산소·근력 일수와 다른 분류 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음 / BALANCE 태그만으로 평형성 단독 분류; 동작학습·근력 성격도 있음","안전한 지지물·대체 동작 명시; 다중 운동 목적은 별도 검토 / 지원 도구·통증·균형 조건으로 적합성 세분화 / 지지·저항·실제 부담을 기준으로 재분류; 안전태그와 운동종목 분리"
"WALL_SIT_16","火","근력운동","벽 기대어 버티기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실","10","20","5","초","언제나","잠깐의 버팀이 오늘의 끈기를 키워줘요.","{place}에서 벽에 기대 {num}{unit} 버티기!","무릎이 불편하면 깊게 앉지 말고 바로 멈춰요.","HIGH_IMPACT","Y","검수대기","근력","고","RPE","등척성 벽스쿼트, HIGH_IMPACT","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음 / 고강도·시니어 Y·HIGH_IMPACT 혼재; 정적 버티기의 충격과 노력 혼동","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 지원 도구·통증·균형 조건으로 적합성 세분화 / 무릎 굽힘 범위·유지시간·호흡·대체동작을 명시하고 조건부 추천"
"SEATED_ARM_RAISE_17","火","근력운동","앉아서 팔 올리기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","5","10","5","회","언제나","위로 뻗는 마음에 밝은 기운이 따라와요.","{place}에서 앉아 팔을 {num}{unit} 올리기!","어깨가 불편하면 가슴 높이까지만 올려요.","","Y","검수대기","근력","저","RPE","저항 없음","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
"WALL_REACH_18","火","근력운동","벽에 손 뻗기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실","5","15","5","회","언제나","닿을 듯한 한 번의 손길이 기회를 가까이해요.","{place}에서 벽을 향해 손을 {num}{unit} 뻗기!","발을 고정하고 몸을 과하게 앞으로 기울이지 않아요.","","Y","검수대기","근력","저","RPE","약한 저항","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"CHAIR_PRESS_19","火","근력운동","의자 팔걸이 누르기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실","5","10","5","회","언제나","안정된 힘이 오늘의 균형을 지켜줘요.","{place}에서 의자 팔걸이를 {num}{unit} 가볍게 누르기!","바퀴 없는 튼튼한 의자에서만 해요.","","Y","검수대기","근력","저","RPE","약한 저항","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"SEATED_HEEL_20","火","근력운동","앉아서 발뒤꿈치 들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","10","20","5","회","언제나","작은 반복이 묵직한 활력을 만들어요.","{place}에서 앉아 발뒤꿈치를 {num}{unit} 들기!","발바닥을 편하게 바닥에 두고 해요.","","Y","검수대기","근력","저","RPE","가벼운 반복","1.5","운동우선","일반 노출 후보","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거"
"FINGER_TAP_21","火","근력운동","손가락 맞닿게 하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","5","15","5","회","언제나","섬세한 움직임이 집중의 운을 불러와요.","{place}에서 엄지와 손가락을 {num}{unit} 맞닿게 하기!","손가락을 세게 누르지 않아도 돼요.","","Y","검수대기","근력","저","RPE","저항 없음 - 오분류 검토 대상","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
"NECK_TUCK_22","火","근력운동","턱 살짝 당기기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","5","10","5","회","언제나","고개를 바로 세우면 마음도 또렷해져요.","{place}에서 턱을 살짝 {num}{unit} 당기기!","고개를 숙이지 말고 뒤로 길게 당기는 느낌으로 해요.","","Y","검수대기","근력","저","RPE","저항 없음, 자세 동작 - 오분류 검토 대상","1","기초실천_분류검토","운동량 확보 목적의 근력 우선 노출에서 제외; 분류 검수 후 결정","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 가동성/자세/이완 동작을 근력 일수로 과대 인정할 위험","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 회복·가동성으로 재분류하거나 근력 자극을 만드는 구체적 저항 조건 추가"
